Tanggal,Tavg,RH_avg,RR,ss
2024-11-24,25.9,82.0,21.2,6.2
2024-11-25,25.7,82.0,12.0,3.5
2024-11-26,25.0,88.0,1.2,4.1
2024-11-27,25.2,86.0,7.550000000000001,1.4
2024-11-28,24.3,89.0,13.9,6.5
2024-11-29,23.4,89.0,9.7,0.0
2024-11-30,24.0,91.0,16.8,0.0
2024-12-01,24.6,90.0,5.0,4.9
2024-12-02,24.3,86.0,1.0,0.3
2024-12-03,24.7,81.0,7.0,1.4
2024-12-04,25.1,84.0,9.0,7.7
2024-12-05,24.7,85.0,2.0,6.1
2024-12-06,23.9,90.0,71.0,5.2
2024-12-07,24.2,87.0,34.0,1.2
2024-12-08,25.0,86.0,23.0,1.5
2024-12-09,24.7,89.0,12.0,3.7
2024-12-10,24.9,91.0,6.0,3.85
2024-12-11,24.9,82.0,27.0,4.0
2024-12-12,24.0,88.0,17.5,3.3
2024-12-13,24.6,88.0,8.0,1.7
2024-12-14,23.5,91.0,9.0,3.9
2024-12-15,24.7,89.0,10.0,2.8
2024-12-16,24.3,89.0,6.0,0.1
2024-12-17,25.0,84.0,3.0,0.2
2024-12-18,24.5,86.0,3.0,2.0
2024-12-19,26.1,78.0,5.0,3.4
2024-12-20,25.3,84.0,25.0,7.8
2024-12-21,24.5,93.0,45.0,4.3
2024-12-22,22.8,95.0,16.0,2.3
2024-12-23,24.7,88.0,10.0,4.0
2024-12-24,25.0,84.0,1.0,5.7
2024-12-25,23.3,94.0,9.0,5.8
2024-12-26,24.0,88.0,53.0,1.6
2024-12-27,25.0,79.0,0.0,0.6
2024-12-28,23.5,91.0,5.5,5.6
2024-12-29,23.1,91.0,11.0,2.2
2024-12-30,24.3,83.0,2.0,3.95
2024-12-31,24.6,84.0,5.0,5.7
